userid,perroid,megusta,rated_date
27,136,1,2023-02-15 12:51:29.206-05
27,256,1,2023-02-15 12:51:29.215-05
27,356,5,2023-02-15 12:51:40.599-05
27,245,1,2023-02-15 12:51:53.024-05
27,122,1,2023-02-15 12:51:53.041-05
27,162,1,2023-02-15 12:51:53.049-05
27,424,1,2023-02-15 12:51:53.059-05
27,59,1,2023-02-15 12:51:53.064-05
27,211,1,2023-02-15 12:51:53.07-05
27,15,1,2023-02-15 12:51:53.075-05
27,203,1,2023-02-15 12:51:53.08-05
27,201,1,2023-02-15 12:51:53.085-05
27,262,1,2023-02-15 12:51:53.101-05
27,188,1,2023-02-15 12:51:53.109-05
27,381,1,2023-02-15 12:51:59.908-05
27,238,1,2023-02-15 12:51:59.925-05
27,179,1,2023-02-15 12:51:59.93-05
27,225,1,2023-02-15 12:51:59.938-05
27,155,1,2023-02-15 12:51:59.944-05
27,413,1,2023-02-15 12:51:59.95-05
27,78,1,2023-02-15 12:51:59.955-05
27,111,1,2023-02-15 12:51:59.961-05
27,278,1,2023-02-15 12:51:59.966-05
27,79,1,2023-02-15 12:51:59.972-05
27,183,1,2023-02-15 12:51:59.977-05
27,250,1,2023-02-15 12:51:59.983-05
27,458,1,2023-02-15 12:52:06.312-05
27,286,1,2023-02-15 12:52:06.328-05
27,65,1,2023-02-15 12:52:06.334-05
27,422,1,2023-02-15 12:52:06.339-05
27,149,1,2023-02-15 12:52:06.344-05
27,258,1,2023-02-15 12:52:06.35-05
27,243,1,2023-02-15 12:52:06.355-05
27,453,1,2023-02-15 12:52:06.36-05
27,249,1,2023-02-15 12:52:06.365-05
27,6,1,2023-02-15 12:52:06.369-05
27,449,1,2023-02-15 12:52:06.377-05
27,436,1,2023-02-15 12:52:06.382-05
27,280,5,2023-02-15 12:52:16.453-05
27,60,1,2023-02-15 12:52:17.78-05
27,192,1,2023-02-15 12:52:17.796-05
27,241,1,2023-02-15 12:52:17.802-05
27,190,1,2023-02-15 12:52:17.806-05
27,354,1,2023-02-15 12:52:17.811-05
27,191,1,2023-02-15 12:52:17.815-05
27,396,1,2023-02-15 12:52:17.82-05
27,270,1,2023-02-15 12:52:17.825-05
27,138,1,2023-02-15 12:52:17.83-05
27,327,1,2023-02-15 12:52:17.834-05
27,372,1,2023-02-15 12:52:17.839-05
27,383,1,2023-02-15 12:52:26.798-05
27,299,1,2023-02-15 12:52:26.831-05
27,434,1,2023-02-15 12:52:26.841-05
27,230,1,2023-02-15 12:52:26.85-05
27,69,1,2023-02-15 12:52:26.858-05
27,300,1,2023-02-15 12:52:26.865-05
27,53,1,2023-02-15 12:52:26.872-05
27,397,1,2023-02-15 12:52:26.896-05
27,124,1,2023-02-15 12:52:26.904-05
27,346,1,2023-02-15 12:52:26.911-05
27,115,1,2023-02-15 12:52:26.917-05
27,67,1,2023-02-15 12:52:26.923-05
27,171,1,2023-02-15 12:52:32.9-05
27,193,1,2023-02-15 12:52:32.916-05
27,357,1,2023-02-15 12:52:32.921-05
27,202,1,2023-02-15 12:52:32.927-05
27,221,1,2023-02-15 12:52:32.932-05
27,282,1,2023-02-15 12:52:32.937-05
27,100,1,2023-02-15 12:52:32.943-05
27,476,1,2023-02-15 12:52:32.951-05
27,414,1,2023-02-15 12:52:32.956-05
27,185,1,2023-02-15 12:52:32.961-05
27,219,1,2023-02-15 12:52:32.968-05
27,200,1,2023-02-15 12:52:32.983-05
28,452,1,2023-02-15 13:36:44.776-05
27,9,1,2023-02-15 12:53:06.468-05
27,164,1,2023-02-15 12:53:06.483-05
27,217,1,2023-02-15 12:53:06.493-05
27,145,1,2023-02-15 12:53:06.509-05
27,395,1,2023-02-15 12:53:06.513-05
27,251,1,2023-02-15 12:53:06.517-05
27,166,1,2023-02-15 12:53:06.522-05
27,152,1,2023-02-15 12:53:06.526-05
27,293,1,2023-02-15 12:53:06.53-05
28,410,1,2023-02-15 13:36:44.781-05
28,166,1,2023-02-15 13:36:44.785-05
27,325,1,2023-02-15 12:53:13.217-05
27,417,1,2023-02-15 12:53:13.238-05
27,235,1,2023-02-15 12:53:13.248-05
27,146,1,2023-02-15 12:53:13.254-05
27,127,1,2023-02-15 12:53:13.259-05
27,54,1,2023-02-15 12:53:13.264-05
26,452,1,2023-02-15 13:13:53.193-05
26,144,1,2023-02-15 13:13:53.216-05
26,292,1,2023-02-15 13:13:53.223-05
26,373,5,2023-02-15 13:13:53.23-05
26,192,1,2023-02-15 13:13:53.236-05
26,463,1,2023-02-15 13:13:53.241-05
26,417,5,2023-02-15 13:13:53.246-05
26,166,5,2023-02-15 13:13:53.251-05
26,50,1,2023-02-15 13:13:53.256-05
26,69,5,2023-02-15 13:13:53.262-05
26,421,5,2023-02-15 13:13:53.267-05
26,134,1,2023-02-15 13:13:53.277-05
26,365,1,2023-02-15 13:14:16.231-05
26,55,1,2023-02-15 13:14:16.239-05
26,189,1,2023-02-15 13:14:16.244-05
26,64,1,2023-02-15 13:14:16.248-05
26,71,1,2023-02-15 13:14:16.252-05
26,347,1,2023-02-15 13:14:16.257-05
26,93,1,2023-02-15 13:14:16.261-05
26,70,1,2023-02-15 13:14:16.265-05
26,220,1,2023-02-15 13:14:16.27-05
26,61,1,2023-02-15 13:14:16.274-05
26,442,1,2023-02-15 13:14:16.279-05
26,193,1,2023-02-15 13:14:16.284-05
28,220,5,2023-02-15 13:33:31.75-05
28,463,5,2023-02-15 13:33:31.77-05
28,50,5,2023-02-15 13:33:31.776-05
28,149,1,2023-02-15 13:33:31.781-05
28,321,5,2023-02-15 13:33:31.786-05
28,374,5,2023-02-15 13:33:31.793-05
28,32,1,2023-02-15 13:33:31.801-05
28,195,1,2023-02-15 13:33:31.808-05
28,294,1,2023-02-15 13:33:31.817-05
28,292,5,2023-02-15 13:33:31.83-05
28,319,1,2023-02-15 13:33:31.836-05
28,417,1,2023-02-15 13:33:31.841-05
28,213,5,2023-02-15 13:34:01.884-05
28,69,5,2023-02-15 13:36:56.563-05
28,144,5,2023-02-15 13:34:06.63-05
31,74,1,2023-02-15 13:37:01.085-05
28,361,5,2023-02-15 13:34:20.736-05
28,55,5,2023-02-15 13:34:48.935-05
28,421,5,2023-02-15 13:34:56.767-05
28,317,5,2023-02-15 13:35:01.723-05
28,360,5,2023-02-15 13:35:26.238-05
28,236,5,2023-02-15 13:35:29.999-05
28,249,5,2023-02-15 13:35:38.826-05
28,70,1,2023-02-15 13:35:45.623-05
28,62,1,2023-02-15 13:35:45.638-05
28,126,1,2023-02-15 13:35:45.643-05
28,152,5,2023-02-15 13:35:52.511-05
28,286,5,2023-02-15 13:36:02.441-05
28,241,5,2023-02-15 13:36:14.91-05
28,358,5,2023-02-15 13:36:23.71-05
28,368,5,2023-02-15 13:36:32.59-05
28,190,1,2023-02-15 13:36:44.75-05
28,58,1,2023-02-15 13:36:44.762-05
28,278,1,2023-02-15 13:36:44.767-05
28,284,1,2023-02-15 13:36:44.771-05
31,213,1,2023-02-15 13:37:01.103-05
31,234,1,2023-02-15 13:37:01.108-05
31,341,5,2023-02-15 13:37:01.113-05
31,358,1,2023-02-15 13:37:01.118-05
31,435,1,2023-02-15 13:37:01.123-05
31,68,1,2023-02-15 13:37:01.128-05
31,64,1,2023-02-15 13:37:01.133-05
31,190,1,2023-02-15 13:37:01.137-05
31,480,1,2023-02-15 13:37:01.141-05
31,111,1,2023-02-15 13:37:01.145-05
31,149,5,2023-02-15 13:37:01.149-05
28,477,5,2023-02-15 13:37:15.747-05
28,478,5,2023-02-15 13:37:19.584-05
32,281,5,2023-02-15 14:14:14.191-05
32,152,5,2023-02-15 14:14:14.21-05
32,390,5,2023-02-15 14:14:14.216-05
32,407,1,2023-02-15 14:14:14.22-05
32,443,5,2023-02-15 14:14:14.225-05
32,175,5,2023-02-15 14:14:14.23-05
32,46,1,2023-02-15 14:14:14.235-05
32,378,5,2023-02-15 14:14:14.239-05
32,447,5,2023-02-15 14:14:14.244-05
32,376,5,2023-02-15 14:14:14.25-05
32,92,5,2023-02-15 14:14:14.255-05
32,427,5,2023-02-15 14:14:14.26-05
32,224,5,2023-02-15 14:14:21.484-05
32,290,5,2023-02-15 14:14:23.511-05
32,74,5,2023-02-15 14:14:28.352-05
32,121,1,2023-02-15 14:14:42.723-05
32,485,5,2023-02-15 14:14:44.641-05
29,417,5,2023-02-15 14:14:51.062-05
29,40,5,2023-02-15 14:14:51.081-05
29,26,5,2023-02-15 14:14:51.086-05
29,152,5,2023-02-15 14:14:51.091-05
29,129,5,2023-02-15 14:14:51.095-05
29,96,5,2023-02-15 14:14:51.1-05
29,249,5,2023-02-15 14:14:51.104-05
29,166,5,2023-02-15 14:14:51.109-05
29,460,5,2023-02-15 14:14:51.113-05
29,107,5,2023-02-15 14:14:51.117-05
29,128,5,2023-02-15 14:14:51.135-05
29,189,5,2023-02-15 14:14:51.144-05
32,235,5,2023-02-15 14:14:58.67-05
32,215,5,2023-02-15 14:15:09.174-05
33,185,5,2023-02-15 17:08:35.253-05
33,386,5,2023-02-15 17:08:35.273-05
33,435,5,2023-02-15 17:08:35.277-05
33,366,5,2023-02-15 17:08:35.282-05
33,212,5,2023-02-15 17:08:35.286-05
33,5,5,2023-02-15 17:08:35.291-05
33,262,5,2023-02-15 17:08:35.296-05
33,48,5,2023-02-15 17:08:35.301-05
33,364,5,2023-02-15 17:08:35.305-05
33,278,5,2023-02-15 17:08:35.309-05
33,306,1,2023-02-15 17:08:35.313-05
33,484,1,2023-02-15 17:08:35.317-05
33,288,5,2023-02-15 17:08:47.327-05
33,401,5,2023-02-15 17:08:54.789-05
33,289,5,2023-02-15 17:09:00.62-05
33,453,5,2023-02-15 17:09:05.396-05
33,416,5,2023-02-15 17:09:10.166-05
33,189,5,2023-02-15 17:09:12.878-05
33,271,5,2023-02-15 17:09:20.669-05
33,187,5,2023-02-15 17:09:24.587-05
33,437,5,2023-02-15 17:09:31.166-05
33,56,5,2023-02-15 17:09:33.834-05
33,28,5,2023-02-15 17:09:39.23-05
33,362,5,2023-02-15 17:09:46.91-05
34,379,5,2023-02-15 17:15:30.081-05
34,416,5,2023-02-15 17:15:30.1-05
34,135,5,2023-02-15 17:15:30.104-05
34,20,5,2023-02-15 17:15:30.109-05
34,290,5,2023-02-15 17:15:30.113-05
34,25,5,2023-02-15 17:15:30.117-05
34,150,5,2023-02-15 17:15:30.121-05
34,474,5,2023-02-15 17:15:30.125-05
34,14,5,2023-02-15 17:15:30.129-05
34,28,5,2023-02-15 17:15:30.133-05
34,17,5,2023-02-15 17:15:30.138-05
34,46,5,2023-02-15 17:15:30.142-05
34,472,5,2023-02-15 17:15:50.417-05
34,473,5,2023-02-15 17:15:54.29-05
34,445,5,2023-02-15 17:16:00.221-05
34,154,5,2023-02-15 17:16:08.563-05
34,27,5,2023-02-15 17:16:11.843-05
34,96,5,2023-02-15 17:16:30.559-05
34,380,5,2023-02-15 17:16:48.313-05
34,101,5,2023-02-15 17:16:53.327-05
34,447,5,2023-02-15 17:16:56.54-05
34,168,5,2023-02-15 17:16:59.684-05
34,99,5,2023-02-15 17:17:06.613-05
34,466,5,2023-02-15 17:17:14.361-05
34,151,5,2023-02-15 17:17:41.55-05
34,444,5,2023-02-15 17:17:45.207-05
34,281,5,2023-02-15 17:17:47.506-05
34,13,5,2023-02-15 17:17:49.858-05
34,446,5,2023-02-15 17:17:52.09-05
34,418,5,2023-02-15 17:17:54.442-05
34,443,5,2023-02-15 17:17:56.505-05
34,419,5,2023-02-15 17:17:58.501-05
34,12,5,2023-02-15 17:18:09.367-05
34,298,5,2023-02-15 17:18:12.535-05
34,26,5,2023-02-15 17:18:14.598-05
35,308,5,2023-02-16 06:21:10.332-05
35,220,5,2023-02-16 06:21:10.353-05
35,134,1,2023-02-16 06:21:10.358-05
35,360,1,2023-02-16 06:21:10.363-05
35,112,1,2023-02-16 06:21:10.367-05
35,376,5,2023-02-16 06:21:10.371-05
35,241,5,2023-02-16 06:21:10.374-05
35,53,5,2023-02-16 06:21:10.377-05
35,116,5,2023-02-16 06:21:10.38-05
35,347,5,2023-02-16 06:21:10.382-05
35,278,5,2023-02-16 06:21:10.385-05
35,286,5,2023-02-16 06:21:10.387-05
35,196,5,2023-02-16 06:21:18.29-05
35,16,5,2023-02-16 06:21:20.186-05
35,57,1,2023-02-16 06:22:03.386-05
35,279,1,2023-02-16 06:22:03.403-05
35,298,1,2023-02-16 06:22:03.407-05
35,473,1,2023-02-16 06:22:03.412-05
35,446,1,2023-02-16 06:22:03.414-05
35,173,1,2023-02-16 06:22:03.417-05
35,456,1,2023-02-16 06:22:03.422-05
35,380,1,2023-02-16 06:22:03.425-05
35,256,1,2023-02-16 06:22:03.427-05
35,55,1,2023-02-16 06:22:03.43-05
36,452,1,2023-02-16 09:05:55.764-05
36,208,1,2023-02-16 09:05:55.774-05
36,195,1,2023-02-16 09:05:55.777-05
36,463,1,2023-02-16 09:05:55.779-05
36,478,1,2023-02-16 09:05:55.781-05
36,134,1,2023-02-16 09:05:55.784-05
36,294,5,2023-02-16 09:05:55.787-05
36,303,1,2023-02-16 09:05:55.789-05
36,360,1,2023-02-16 09:05:55.792-05
36,15,1,2023-02-16 09:05:55.794-05
36,58,1,2023-02-16 09:05:55.796-05
36,32,1,2023-02-16 09:05:55.799-05
36,249,1,2023-02-16 09:07:26.345-05
36,480,1,2023-02-16 09:07:26.352-05
36,93,1,2023-02-16 09:07:26.357-05
36,278,1,2023-02-16 09:07:26.361-05
36,57,1,2023-02-16 09:07:26.365-05
36,292,1,2023-02-16 09:07:26.367-05
36,347,1,2023-02-16 09:07:26.37-05
36,441,1,2023-02-16 09:07:26.372-05
36,220,1,2023-02-16 09:07:26.375-05
36,438,1,2023-02-16 09:07:26.377-05
36,267,1,2023-02-16 09:07:26.38-05
36,55,1,2023-02-16 09:07:26.382-05
38,46,5,2023-02-16 15:33:34.432-05
38,99,5,2023-02-16 15:33:34.444-05
38,282,5,2023-02-16 15:33:34.446-05
38,101,5,2023-02-16 15:33:34.449-05
38,239,5,2023-02-16 15:33:34.451-05
38,173,5,2023-02-16 15:33:34.453-05
38,175,5,2023-02-16 15:33:34.455-05
38,360,5,2023-02-16 15:33:34.458-05
38,11,5,2023-02-16 15:33:34.46-05
38,294,5,2023-02-16 15:33:34.462-05
38,4,5,2023-02-16 15:33:34.464-05
38,248,5,2023-02-16 15:33:34.466-05
38,405,5,2023-02-16 15:33:57.296-05
38,43,5,2023-02-16 15:34:23.434-05
38,462,5,2023-02-16 15:34:43.393-05
38,473,5,2023-02-16 15:35:06.992-05
38,463,5,2023-02-16 15:35:25.185-05
38,298,5,2023-02-16 15:35:41.497-05
38,189,5,2023-02-16 15:35:57.173-05
38,18,5,2023-02-16 15:36:15.66-05
38,240,5,2023-02-16 15:36:30.773-05
38,445,5,2023-02-16 15:36:44.241-05
38,7,5,2023-02-16 15:37:01.907-05
38,438,5,2023-02-16 15:37:25.251-05
38,305,5,2023-02-16 15:37:54.621-05
38,453,5,2023-02-16 15:38:06.739-05
38,208,5,2023-02-16 15:38:22.43-05
38,151,5,2023-02-16 15:38:36.431-05
38,194,5,2023-02-16 15:38:48.301-05
38,281,5,2023-02-16 15:38:58.519-05
38,278,5,2023-02-16 15:39:08.979-05
38,12,5,2023-02-16 15:39:23.336-05
38,135,5,2023-02-16 15:39:31.168-05
38,16,5,2023-02-16 15:39:42.251-05
38,416,5,2023-02-16 15:39:45.615-05
38,150,5,2023-02-16 15:39:59.986-05
38,241,5,2023-02-16 15:40:24.889-05
38,14,5,2023-02-16 15:40:32.264-05
38,283,5,2023-02-16 15:40:40.279-05
38,466,5,2023-02-16 15:40:50.863-05
38,32,5,2023-02-16 15:40:57.979-05
38,67,5,2023-02-16 15:41:07.101-05
38,260,5,2023-02-16 15:41:40.806-05
38,472,5,2023-02-16 15:41:53.562-05
38,2,5,2023-02-16 15:42:00.046-05
38,427,5,2023-02-16 15:42:26.92-05
38,102,1,2023-02-16 15:42:31.73-05
38,407,1,2023-02-16 15:42:31.743-05
38,303,5,2023-02-16 15:42:43.364-05
38,456,5,2023-02-16 15:42:53.06-05
38,376,5,2023-02-16 15:43:13.513-05
38,126,5,2023-02-16 15:43:25.484-05
38,444,5,2023-02-16 15:43:37.773-05
38,166,5,2023-02-16 15:43:45.627-05
38,28,5,2023-02-16 15:44:01.75-05
38,279,5,2023-02-16 15:44:07.608-05
38,400,5,2023-02-16 15:44:12.823-05
38,361,5,2023-02-16 15:44:17.503-05
38,289,5,2023-02-16 15:44:25.479-05
38,313,5,2023-02-16 15:44:37.254-05
38,13,5,2023-02-16 15:44:49.411-05
38,351,5,2023-02-16 15:44:54.55-05
38,115,5,2023-02-16 15:45:15.931-05
38,222,5,2023-02-16 15:45:30.921-05
38,442,5,2023-02-16 15:45:38.288-05
38,55,5,2023-02-16 15:45:46.356-05
38,419,5,2023-02-16 15:45:54.181-05
38,478,5,2023-02-16 15:46:00.684-05
38,443,5,2023-02-16 15:46:06.98-05
38,20,5,2023-02-16 15:46:14.036-05
38,266,5,2023-02-16 15:46:24.762-05
38,26,5,2023-02-16 15:46:35.9-05
38,480,5,2023-02-16 15:47:15.723-05
38,286,5,2023-02-16 15:47:20.714-05
38,304,5,2023-02-16 15:47:38.637-05
38,292,5,2023-02-16 15:48:06.423-05
38,109,5,2023-02-16 15:48:21.184-05
38,293,5,2023-02-16 15:48:37.649-05
38,380,5,2023-02-16 15:48:50.373-05
38,347,5,2023-02-16 15:48:58.193-05
38,112,5,2023-02-16 15:49:04.48-05
38,477,5,2023-02-16 15:49:12.992-05
38,467,5,2023-02-16 15:49:28.315-05
38,481,1,2023-02-16 15:49:33.544-05
38,53,5,2023-02-16 15:49:42.499-05
38,40,5,2023-02-16 15:49:47.71-05
38,379,5,2023-02-16 15:49:58.924-05
38,103,5,2023-02-16 15:50:06.388-05
38,134,5,2023-02-16 15:50:12.432-05
38,17,5,2023-02-16 15:50:21.072-05
38,45,5,2023-02-16 15:50:24.89-05
38,93,5,2023-02-16 15:50:31.27-05
38,401,5,2023-02-16 15:50:41.185-05
38,58,5,2023-02-16 15:50:52.817-05
38,465,5,2023-02-16 15:51:03.608-05
38,196,5,2023-02-16 15:51:08.234-05
38,452,5,2023-02-16 15:51:20.337-05
38,44,5,2023-02-16 15:51:25.78-05
38,249,5,2023-02-16 15:51:32.361-05
38,15,5,2023-02-16 15:51:37.244-05
38,94,5,2023-02-16 15:51:42.783-05
38,474,5,2023-02-16 15:51:50.997-05
38,329,5,2023-02-16 15:52:01.34-05
38,256,5,2023-02-16 15:52:10.742-05
38,267,5,2023-02-16 15:52:19.611-05
38,436,5,2023-02-16 15:52:26.54-05
38,441,5,2023-02-16 15:52:32.914-05
38,378,5,2023-02-16 15:52:44.76-05
38,96,5,2023-02-16 15:53:16.653-05
38,220,5,2023-02-16 15:53:21.305-05
38,140,5,2023-02-16 15:55:28.094-05
38,447,1,2023-02-16 15:56:02.237-05
38,290,5,2023-02-16 15:56:07.023-05
38,224,5,2023-02-16 15:56:09.916-05
38,116,1,2023-02-16 15:56:12.014-05
38,5,5,2023-02-16 15:56:14.305-05
38,263,1,2023-02-16 15:56:21.79-05
38,451,1,2023-02-16 15:56:27.053-05
39,470,1,2023-02-18 22:04:49.414-05
39,109,5,2023-02-18 22:04:49.425-05
39,376,5,2023-02-18 22:04:49.43-05
39,5,5,2023-02-18 22:04:49.436-05
39,69,1,2023-02-18 22:04:49.441-05
39,305,1,2023-02-18 22:04:49.447-05
39,438,5,2023-02-18 22:04:49.452-05
39,174,1,2023-02-18 22:04:49.456-05
39,248,5,2023-02-18 22:04:49.46-05
39,145,1,2023-02-18 22:04:49.464-05
39,151,5,2023-02-18 22:04:49.471-05
39,157,1,2023-02-18 22:04:49.474-05
39,86,5,2023-02-18 22:04:56.709-05
39,222,5,2023-02-18 22:04:59.288-05
39,474,5,2023-02-18 22:05:05.16-05
39,417,5,2023-02-18 22:05:10.749-05
39,7,5,2023-02-18 22:05:12.444-05
39,465,5,2023-02-18 22:05:14.515-05
39,265,1,2023-02-18 22:05:16.317-05
39,149,1,2023-02-18 22:05:16.336-05
39,28,1,2023-02-18 22:05:16.342-05
39,401,1,2023-02-18 22:05:16.345-05
39,467,1,2023-02-18 22:05:16.349-05
39,298,1,2023-02-18 22:05:16.355-05
39,242,5,2023-02-18 22:05:23-05
39,46,5,2023-02-18 22:05:26.373-05
39,17,5,2023-02-18 22:05:29.435-05
39,20,5,2023-02-18 22:05:30.784-05
39,473,5,2023-02-18 22:05:33.609-05
39,98,1,2023-02-18 22:05:35.877-05
39,447,1,2023-02-18 22:05:35.89-05
39,235,1,2023-02-18 22:05:35.893-05
39,150,1,2023-02-18 22:05:35.896-05
39,63,1,2023-02-18 22:05:35.899-05
39,215,1,2023-02-18 22:05:35.902-05
39,68,1,2023-02-18 22:05:35.905-05
39,289,5,2023-02-18 22:05:42.387-05
39,439,5,2023-02-18 22:05:44.088-05
39,378,5,2023-02-18 22:05:46.107-05
39,290,5,2023-02-18 22:05:48.362-05
39,44,5,2023-02-18 22:05:49.83-05
39,128,1,2023-02-18 22:05:51.565-05
39,37,1,2023-02-18 22:05:51.579-05
39,67,1,2023-02-18 22:05:51.585-05
39,239,1,2023-02-18 22:05:51.588-05
39,445,1,2023-02-18 22:05:51.592-05
39,13,1,2023-02-18 22:05:51.597-05
39,120,1,2023-02-18 22:05:51.602-05
39,466,5,2023-02-18 22:05:59.961-05
39,43,5,2023-02-18 22:06:02.699-05
39,118,5,2023-02-18 22:06:03.91-05
39,8,5,2023-02-18 22:06:07.366-05
39,64,1,2023-02-18 22:06:09.181-05
39,443,1,2023-02-18 22:06:09.197-05
39,240,1,2023-02-18 22:06:09.202-05
39,263,1,2023-02-18 22:06:09.206-05
39,350,1,2023-02-18 22:06:09.21-05
39,419,1,2023-02-18 22:06:09.214-05
39,451,1,2023-02-18 22:06:09.217-05
39,14,1,2023-02-18 22:06:09.221-05
39,102,5,2023-02-18 22:06:15.607-05
39,460,5,2023-02-18 22:06:18.206-05
39,106,5,2023-02-18 22:06:20.717-05
39,446,5,2023-02-18 22:06:22.086-05
39,135,1,2023-02-18 22:06:24.973-05
39,462,1,2023-02-18 22:06:24.99-05
39,121,1,2023-02-18 22:06:24.997-05
39,175,1,2023-02-18 22:06:25.003-05
39,329,1,2023-02-18 22:06:25.008-05
39,74,1,2023-02-18 22:06:25.013-05
39,147,1,2023-02-18 22:06:25.017-05
39,481,1,2023-02-18 22:06:25.022-05
41,290,5,2023-02-20 10:38:31.406-05
41,443,5,2023-02-20 10:38:31.423-05
41,330,1,2023-02-20 10:38:31.426-05
41,129,5,2023-02-20 10:38:31.429-05
41,293,5,2023-02-20 10:38:31.431-05
41,235,5,2023-02-20 10:38:31.434-05
41,441,1,2023-02-20 10:38:31.437-05
41,127,1,2023-02-20 10:38:31.44-05
41,460,1,2023-02-20 10:38:31.443-05
41,107,1,2023-02-20 10:38:31.445-05
41,298,5,2023-02-20 10:38:31.448-05
41,53,5,2023-02-20 10:38:31.452-05
41,70,5,2023-02-20 10:39:18.077-05
41,14,5,2023-02-20 10:40:14.395-05
41,436,5,2023-02-20 10:40:29.211-05
41,463,5,2023-02-20 10:42:41.715-05
41,478,5,2023-02-20 10:43:23.926-05
41,360,5,2023-02-20 10:43:37.236-05
41,453,5,2023-02-20 10:43:52.566-05
41,54,1,2023-02-20 10:43:55.977-05
41,34,1,2023-02-20 10:43:55.992-05
41,198,1,2023-02-20 10:43:55.998-05
41,55,1,2023-02-20 10:43:56.004-05
41,58,1,2023-02-20 10:43:56.01-05
10,273,1,2023-02-20 15:32:20.699-05
10,203,1,2023-02-20 15:32:20.713-05
10,163,1,2023-02-20 15:32:20.716-05
10,358,1,2023-02-20 15:32:20.718-05
10,63,1,2023-02-20 15:32:20.721-05
10,93,1,2023-02-20 15:32:20.724-05
10,167,1,2023-02-20 15:32:20.727-05
10,442,1,2023-02-20 15:32:20.73-05
10,155,1,2023-02-20 15:32:20.732-05
10,362,1,2023-02-20 15:32:20.735-05
10,185,1,2023-02-20 15:32:20.738-05
10,29,1,2023-02-20 15:32:20.74-05
10,251,1,2023-02-20 15:32:37.451-05
10,280,1,2023-02-20 15:32:37.466-05
10,193,1,2023-02-20 15:32:37.471-05
10,55,1,2023-02-20 15:32:37.475-05
10,348,1,2023-02-20 15:32:37.48-05
10,399,1,2023-02-20 15:32:37.485-05
10,195,1,2023-02-20 15:32:37.49-05
10,233,1,2023-02-20 15:32:37.494-05
10,178,1,2023-02-20 15:32:37.498-05
10,123,1,2023-02-20 15:32:37.502-05
10,136,1,2023-02-20 15:32:37.505-05
10,396,1,2023-02-20 15:32:37.508-05
10,119,1,2023-02-20 15:32:52.619-05
10,415,1,2023-02-20 15:32:52.634-05
10,283,1,2023-02-20 15:32:52.639-05
10,221,1,2023-02-20 15:32:52.643-05
10,249,1,2023-02-20 15:32:52.648-05
10,229,1,2023-02-20 15:32:52.652-05
10,24,1,2023-02-20 15:32:52.656-05
10,190,1,2023-02-20 15:32:52.658-05
10,257,1,2023-02-20 15:32:52.661-05
10,200,1,2023-02-20 15:32:52.663-05
10,252,1,2023-02-20 15:32:52.666-05
10,180,1,2023-02-20 15:32:52.669-05
10,161,5,2023-02-20 15:34:06.595-05
10,209,5,2023-02-20 15:34:09.33-05
10,166,1,2023-02-20 15:34:11.199-05
10,182,1,2023-02-20 15:34:11.215-05
10,53,1,2023-02-20 15:34:11.22-05
10,32,1,2023-02-20 15:34:11.225-05
10,346,1,2023-02-20 15:34:11.23-05
10,70,1,2023-02-20 15:34:11.234-05
10,349,1,2023-02-20 15:34:11.239-05
10,254,1,2023-02-20 15:34:11.243-05
10,371,1,2023-02-20 15:34:11.248-05
10,300,1,2023-02-20 15:34:11.253-05
10,174,1,2023-02-20 15:34:39.891-05
10,247,1,2023-02-20 15:34:39.895-05
10,278,1,2023-02-20 15:34:39.897-05
10,269,1,2023-02-20 15:34:39.9-05
10,69,1,2023-02-20 15:34:39.902-05
10,359,1,2023-02-20 15:34:39.905-05
10,184,1,2023-02-20 15:34:39.907-05
10,363,1,2023-02-20 15:34:39.91-05
10,436,1,2023-02-20 15:34:39.912-05
10,78,1,2023-02-20 15:34:39.915-05
10,293,1,2023-02-20 15:34:39.917-05
10,211,1,2023-02-20 15:34:39.92-05
42,480,1,2023-02-20 15:39:26.072-05
42,8,1,2023-02-20 15:39:26.089-05
42,175,1,2023-02-20 15:39:26.093-05
42,419,5,2023-02-20 15:39:26.097-05
42,34,1,2023-02-20 15:39:26.102-05
42,63,1,2023-02-20 15:39:26.107-05
42,224,5,2023-02-20 15:39:26.112-05
42,135,1,2023-02-20 15:39:26.117-05
42,400,5,2023-02-20 15:39:26.121-05
42,126,1,2023-02-20 15:39:26.125-05
42,446,1,2023-02-20 15:39:26.128-05
42,279,1,2023-02-20 15:39:26.133-05
42,98,5,2023-02-20 15:39:42.214-05
42,113,5,2023-02-20 15:39:46.928-05
42,27,5,2023-02-20 15:39:52.344-05
42,45,5,2023-02-20 15:39:56.412-05
42,443,5,2023-02-20 15:39:58.624-05
43,271,5,2023-02-20 15:40:00.681-05
43,307,5,2023-02-20 15:40:00.695-05
43,185,5,2023-02-20 15:40:00.697-05
43,245,5,2023-02-20 15:40:00.7-05
43,258,5,2023-02-20 15:40:00.702-05
43,360,5,2023-02-20 15:40:00.705-05
43,269,5,2023-02-20 15:40:00.707-05
43,227,5,2023-02-20 15:40:00.71-05
43,6,5,2023-02-20 15:40:00.712-05
43,396,5,2023-02-20 15:40:00.715-05
43,364,5,2023-02-20 15:40:00.717-05
43,349,5,2023-02-20 15:40:00.72-05
42,14,5,2023-02-20 15:40:11.362-05
42,48,5,2023-02-20 15:40:14.702-05
42,67,1,2023-02-20 15:40:18.421-05
